,url,cast,crew,Production Budget:,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,International Releases:,Running Time:,Comparisons:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Franchise:,Domestic Releases:,Video Release:,MPAA Rating:,Keywords:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
0,https://www.the-numbers.com/movie/8-novykh-svidaniy,[],"[['Marius Balchunas', 'Director']]",,,,,,,"January 1st, 2015 (Wide) (Russia (CIS))
",86 minutes,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Fantasy,Russian Federation,Russian,,,,,,,n/a,"$5,977,612","$5,977,612",,,
1,https://www.the-numbers.com/movie/Babysitting-(France)(2014),[],[],"$3,400,000 (worldwide box office is 7.2 times production budget)",,,,,,"January 2nd, 2015 (Wide) (Spain)
",85 minutes,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,France,French,,,,,,,n/a,"$24,564,100","$24,564,100",,,
2,https://www.the-numbers.com/movie/Mucize-(Turkey)-(2015),[],"[['Mahsun Kirmizigül', 'Director']]",,,,,,,"January 2nd, 2015 (Wide) (Turkey)
",136 minutes,Create your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,Turkey,Turkish,The Miracle,,,,,,n/a,"$15,301,749","$15,301,749",,,
3,https://www.the-numbers.com/movie/Si-accettano-miracoli-(Italy)-(2015),[],"[['Alessandro Siani', 'Director']]",,,,,,,"January 2nd, 2015 (Wide) (Italy)
",110 minutes,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,,Italy,,,,,,,,n/a,"$17,368,660","$17,368,660",,,
4,https://www.the-numbers.com/movie/Taken-3,"['Forest Whitaker', 'Famke Janssen', 'Maggie Grace', 'Dougray Scott', 'Sam Spruell', 'Leland Orser', 'Liam Neeson']","[['Olivier Magaton', 'Director'], ['Luc Besson', 'Screenwriter'], ['Robert Mark Kamen', 'Screenwriter'], ['Luc Besson', 'Producer'], ['Fernando Victoria de Lecea', 'Executive Producer'], ['Eric Kress', 'Director of Photography'], ['Sebastien Inizan', 'Production Designer'], ['Nathaniel Mechaly', 'Composer'], ['Olivier Beriot', 'Costume Designer']]","$48,000,000 (worldwide box office is 6.8 times production budget)","$39,201,657 (43.9% of total gross)",2.28 (domestic box office/biggest weekend),27.2% (domestic box office/worldwide),"3,594 opening theaters/3,594 max. theaters, 4.6 weeks average run per theater","$110,644,088","January 2nd, 2015 (Wide) (Hong Kong)
January 2nd, 2015 (Wide) (South Korea)
January 8th, 2015 (Wide) (Australia)
January 8th, 2015 (Wide) (United Kingdom)
January 9th, 2015 (Wide) (Germany)
... Show all releases
",118 minutes,vs. TakenCreate your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,France,English,Taken,"January 9th, 2015 (Wide) by 20th Century Fox","March 31st, 2015 by Fox Home Entertainment","PG-13 for intense sequences of violence and action, and for brief strong language.(Rating bulletin 2349, 11/19/2014)","Death of a Spouse or Fiancée / Fiancé, Framed, Fugitive / On the Run, Revenge, Divorced Couple Falling Back in Love, Digital Cinematography, 3-D, 3-D - Post-production Conversion, IMAX: DMR","EuropaCorp, Canal Plus, M6 Films","$89,256,424","$238,400,000","$327,656,424","$14,216,005","$8,645,046","$22,861,051"
5,https://www.the-numbers.com/movie/Three-Heroes-Horseback-(Russia),[],"[['Konstantin Feoktistov', 'Director']]",,,,,,,"January 2nd, 2015 (Wide) (Russia (CIS))
",75 minutes,Create your own comparison chart…,Original Screenplay,Adventure,Digital Animation,Kids Fiction,Russian Federation,Russian,,,,,,,n/a,"$12,909,250","$12,909,250",,,
6,https://www.the-numbers.com/movie/Une-heure-de-tranquillite-(France)-(2014),[],"[['Patrice Leconte', 'Director']]",,,,,,,"January 2nd, 2015 (Wide) (France)
April 17th, 2015 (Wide) (Germany)
June 26th, 2015 (Wide) (Spain)
October 30th, 2015 (Wide) (Italy)
November 6th, 2015 (Wide) (Russia (CIS))
... Show all releases
",79 minutes,Create your own comparison chart…,,Comedy,,,France,,,,,,,,n/a,"$8,482,884","$8,482,884",,,
7,https://www.the-numbers.com/movie/Woman-in-Black-2-Angel-of-Death-The-(2015),"['Phoebe Fox', 'Jeremy Irvine', 'Helen McCrory', 'Adrian Rawlins', 'Ned Dennehy', 'Leanne Best']","[['Tom Harper', 'Director'], ['Jon Croker', 'Screenwriter'], ['Tobin Armbrust', 'Producer'], ['Simon Oakes', 'Producer'], ['Ben Holden', 'Producer'], ['Richard Jackson', 'Producer'], ['Susan Hill', 'Story Creator'], ['Marc Schipper', 'Executive Producer'], ['Guy East', 'Executive Producer'], ['Nigel Sinclair', 'Executive Producer'], ['Neil Dunn', 'Executive Producer'], ['Graeme Witts', 'Executive Producer'], ['Xavier Marchand', 'Executive Producer'], ['Roy Lee', 'Executive Producer'], ['Richard Toussaint', 'Executive Producer'], ['Wade Barker', 'Executive Producer'], ['Ryan Kavanaugh', 'Executive Producer'], ['Tucker Tooley', 'Executive Producer'], ['Jacqueline Abrahams', 'Production Designer'], ['Mark Eckersley', 'Editor'], ['Marco Beltrami', 'Composer'], ['Marcus Trumpp', 'Composer'], ['Brandon Roberts', 'Composer'], ['Annie Symons', 'Costume Designer'], ['Cate Hall', 'Make-up and Hair Designer'], ['Julie Harkin', 'Casting Director']]",,"$15,027,415 (56.7% of total gross)",1.76 (domestic box office/biggest weekend),58.9% (domestic box office/worldwide),"2,602 opening theaters/2,602 max. theaters, 2.9 weeks average run per theater","$33,444,389","January 2nd, 2015 (Wide) (United Kingdom)
January 16th, 2015 (Wide) (France)
January 16th, 2015 (Wide) (Russia (CIS))
January 23rd, 2015 (Wide) (Mexico)
January 30th, 2015 (Wide) (Brazil)
... Show all releases
",98 minutes,vs. The ForestCreate your own comparison chart…,Original Screenplay,Horror,Live Action,Fantasy,United States,English,The Woman in Black,"January 2nd, 2015 (Wide) by Relativity","March 31st, 2015 by Fox Home Entertainment","PG-13 for some disturbing and frightening images, and for thematic elements.(Rating bulletin 2345, 10/22/2014)","Haunting, Demons, World War II, Haunted House, Set in England, Supernatural, Supernatural Horror, Sequels Without Their Original Stars, 1940s","Talisman, Hammer Films","$26,501,323","$18,505,369","$45,006,692","$1,893,225","$753,545","$2,646,770"
8,https://www.the-numbers.com/movie/Bana-Masal-Anlatma-(Turkey)-(2015),[],"[['Burak Aksak', 'Director']]",,,,,,,"January 9th, 2015 (Wide) (Turkey)
",103 minutes,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Fantasy,Turkey,,,,,,,,n/a,"$6,740,968","$6,740,968",,,
9,https://www.the-numbers.com/movie/Loucas-pra-Casar-(Brazil)(2014),[],[],,,,,,,"January 9th, 2015 (Wide) (Brazil)
",108 minutes,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,Brazil,Portuguese,,,,,,,n/a,"$15,918,808","$15,918,808",,,
10,https://www.the-numbers.com/movie/Seinto-Seiya-Legend-of-Sanctuary,[],[],,,,,,,"January 9th, 2015 (Wide) (Italy)
February 27th, 2015 (Wide) (France)
March 6th, 2015 (Wide) (Spain)
February 26th, 2016 (Wide), released as Saint Seiya: Legend of Sanctuary (China)
",93 minutes,Create your own comparison chart…,Original Screenplay,Action,Digital Animation,Fantasy,Japan,Japanese,,,,,,,n/a,"$7,851,441","$7,851,441",,,
11,https://www.the-numbers.com/movie/Selma,"['Tom Wilkinson', 'Carmen Ejogo', 'Tim Roth', 'Oprah Winfrey', 'Giovanni Ribisi', 'Alessandro Nivola', 'Cuba Gooding, Jr.', 'David Oyelowo']","[['Ava Duvernay', 'Director'], ['Paul Webb', 'Screenwriter'], ['Christian Colson', 'Producer'], ['Dede Gardner', 'Producer'], ['Jeremy Kleiner', 'Producer'], ['Oprah Winfrey', 'Producer'], ['Cameron McCracken', 'Executive Producer'], ['Nik Bower', 'Executive Producer'], ['Diarmuid McKeown', 'Executive Producer'], ['Ava Duvernay', 'Executive Producer'], ['Paul Garnes', 'Executive Producer'], ['Nan Morales', 'Executive Producer'], ['Mark Friedberg', 'Production Designer'], ['Spencer Averick', 'Editor'], ['Jason Moran', 'Composer'], ['Bradford Young', 'Director of Photography']]","$20,000,000 (worldwide box office is 3.3 times production budget)","$571,450 (1.1% of total gross)",4.61 (domestic box office/biggest weekend),78.1% (domestic box office/worldwide),"19 opening theaters/2,235 max. theaters, 5.3 weeks average run per theater","$64,555,596","February 5th, 2015 (Wide) (New Zealand)
February 6th, 2015 (Wide) (Turkey)
February 6th, 2015 (Wide) (United Kingdom)
February 12th, 2015 (Wide) (Australia)
February 12th, 2015 (Wide) (Italy)
... Show all releases
",123 minutes,"Best Picture Oscar Nominees, 2015vs. The Birth of a NationCreate your own comparison chart…",Based on Real Life Events,Drama,Live Action,Dramatization,"United Kingdom, United States",English,,"December 25th, 2014 (Oscar Qualifying Run) by Paramount PicturesJanuary 9th, 2015 (Expands Wide) by Paramount Pictures","May 5th, 2015 by Paramount Home Video","PG-13 for disturbing thematic material including violence, a suggestive moment, and brief strong
language.(Rating bulletin 2353, 12/17/2014)","Biography, African Americans, Political, Civil Rights Movement, 2015 Oscars Best Picture Nominee, Voiceover/Narration, Terrorism, Nobel Prize, Intertitle, Bigotry, Government Corruption, Police Brutality, Corrupt Cops, Hate Crime, Epilogue, Historical Drama","Plan B Entertainment, Pathe of a Cloud Eight, Harpo Films, Ingenious Media","$52,076,908","$14,594,090","$66,670,998","$6,405,466","$2,026,052","$8,431,518"
12,https://www.the-numbers.com/movie/Salut-D-Amour,[],[],,,,,,,"January 14th, 2015 (Wide) (Hong Kong)
April 9th, 2015 (Wide), released as Salut d’Amour (South Korea)
May 14th, 2015 (Limited), released as Salut D'Amour (Australia)
",,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,Republic of Korea,Korean,,,,,,,n/a,"$8,158,535","$8,158,535",,,
13,https://www.the-numbers.com/movie/Paper-Planes,[],"[['Robert Connolly', 'Director']]",,,,,,,"January 15th, 2015 (Wide) (Australia)
April 2nd, 2015 (Wide) (Lebanon)
April 2nd, 2015 (Wide) (United Arab Emirates)
May 7th, 2015 (Wide) (New Zealand)
October 23rd, 2015 (Wide) (United Kingdom)
... Show all releases
",96 minutes,Create your own comparison chart…,Original Screenplay,Adventure,Live Action,Kids Fiction,Australia,English,,,"September 8th, 2015 by Entertainment One",Not Rated,,,n/a,"$7,769,982","$7,769,982","$290,248",,"$290,248"
14,https://www.the-numbers.com/movie/Tang-ren-jie-tan-an,"['Liu Haoran', 'Tong Liya', 'Chen He', 'Xiao Yang', 'Shenyang Xiao', 'Chengpeng Dong (董成鹏)', 'Chin Shih Chieh', 'Zhang Zifeng', 'Zhao Yingjun', 'Wang Baoqiang']","[['Chen Sicheng', 'Director'], ['Cheng Jiake', 'Screenwriter'], ['Liu Kai-chi', 'Screenwriter'], ['Bai He', 'Screenwriter'], ['Jerry Ye', 'Producer'], ['Wang Haipeng', 'Producer'], ['Zhao Fang', 'Executive Producer'], ['Li Miao', 'Production Designer'], ['Tang Hongjia', 'Editor'], ['Wang Nan', 'Editor'], ['Nathan Wang', 'Composer']]",,"$280,281 (61.0% of total gross)",1.64 (domestic box office/biggest weekend),0.4% (domestic box office/worldwide),"33 opening theaters/36 max. theaters, 1.9 weeks average run per theater","$555,512","January 15th, 2015 (Limited), released as Detective Chinatown (Australia)
December 26th, 2015 (Wide) (China)
January 14th, 2016 (Wide) (Singapore)
January 15th, 2016 (Limited), released as Detective Chinatown (New Zealand)
January 15th, 2016 (Limited), released as Detective Chinatown (United Kingdom)
... Show all releases
",136 minutes,Create your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,China,Mandarin,Detective Chinatown,"January 15th, 2016 (Limited) by China Lion Film Distribution, released as Detective Chinatown",,Not Rated,"Police life, Private Investigator, Scandal, Set in Bangkok","Wanda Media, Heyi Pictures","$459,832","$120,183,719","$120,643,551",,,
15,https://www.the-numbers.com/movie/Blackhat,"['Wei Tang', 'Viola Davis', 'Ritchie Coster', 'Holt McCallany', 'Yorick van Wageningen', 'Wang Lee-Hom', 'Chris Hemsworth']","[['Michael Mann', 'Director'], ['Michael Mann', 'Screenwriter'], ['Morgan Davis Foehl', 'Screenwriter'], ['Michael Mann', 'Story Creator'], ['Morgan Davis Foehl', 'Story Creator'], ['Michael Mann', 'Producer'], ['Thomas Tull', 'Producer'], ['Jon Jashni', 'Producer'], ['Alex Garcia', 'Executive Producer'], ['Eric McLeod', 'Executive Producer'], ['Stuart Dryburgh', 'Cinematographer'], ['Guy Hendrix Dyas', 'Production Designer'], ['Joe Walker', 'Editor'], ['Stephen Rivkin', 'Editor'], [""Jeremiah O'Driscoll"", 'Editor'], ['Mako Kamitsuna', 'Editor'], ['John Nelson', 'Visual Effects Supervisor'], ['Philip Brennan', 'Visual Effects Supervisor'], ['Colleen Atwood', 'Costume Designer'], ['Harry Gregson-Williams', 'Composer'], ['Atticus Ross', 'Composer']]","$70,000,000 (worldwide box office is 0.3 times production budget)","$3,901,815 (48.7% of total gross)",2.05 (domestic box office/biggest weekend),40.7% (domestic box office/worldwide),"2,567 opening theaters/2,568 max. theaters, 2.1 weeks average run per theater","$9,924,375","January 16th, 2015 (Wide) (Poland)
January 16th, 2015 (Wide) (Taiwan)
January 16th, 2015 (Wide) (Turkey)
January 23rd, 2015 (Wide) (Hong Kong)
January 23rd, 2015 (Wide) (Netherlands)
... Show all releases
",133 minutes,vs. The Girl with the Dragon TattooCreate your own comparison chart…,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,"Cantonese, English, Mandarin",,"January 16th, 2015 (Wide) by Universal","May 5th, 2015 by Universal Home Entertainment","R for violence and some language.(Rating bulletin 2340, 9/17/2014)","Internet, Terrorism, Life on the Outside, Confidential Informant, Revenge, Cybercrimes, Criminals Working With Cops, Action Thriller","Legendary Pictures, Forward Pass","$8,005,980","$11,659,024","$19,665,004","$1,776,411","$1,477,227","$3,253,638"
16,https://www.the-numbers.com/movie/Frau-Muller-muss-weg-(Germany)-(2015),[],"[['Sönke Wortmann', 'Director']]",,,,,,,"January 16th, 2015 (Wide) (Germany)
",83 minutes,Create your own comparison chart…,,Comedy,,,Germany,,,,,,,,n/a,"$9,031,225","$9,031,225",,,
17,https://www.the-numbers.com/movie/Heosamgwan-maehyeolgi-(South-Korea)-(2015),[],"[['Ha Jung-woo', 'Director']]",,,,,,,"January 16th, 2015 (Wide) (South Korea)
",124 minutes,Create your own comparison chart…,,Drama,,,Republic of Korea,Korean,,,,,,,n/a,"$6,702,181","$6,702,181",,,
18,https://www.the-numbers.com/movie/Omoide-no-Mani,"['Hailee Steinfeld', 'Kiernan Shipka']","[['Hiromasa Yonebayashi', 'Director'], ['Keiko Niwa', 'Screenwriter'], ['Masashi Ando', 'Screenwriter'], ['Hiromasa Yonebayashi', 'Screenwriter'], ['Joan G. Robinson', 'Based on the novel by'], ['Geoffrey Wexler', 'Producer'], ['Yoshiaki Nishimura', 'Producer'], ['Koji Hoshino', 'Producer'], ['Yohei Taneda', 'Production Designer'], ['Takatsugu Muramatus', 'Composer']]",,"$27,389 (4.8% of total gross)",6.58 (domestic box office/biggest weekend),31.3% (domestic box office/worldwide),"2 opening theaters/57 max. theaters, 2.6 weeks average run per theater","$700,432","January 16th, 2015 (Wide) (France)
March 20th, 2015 (Wide) (South Korea)
April 3rd, 2015 (Wide) (Hong Kong)
May 14th, 2015 (Wide), released as When Marnie Was There (Australia)
November 12th, 2015 (Wide) (Germany)
... Show all releases
",103 minutes,vs. Sen to Chihiro no KamikakushiCreate your own comparison chart…,Based on Fiction Book/Short Story,Drama,Hand Animation,Kids Fiction,Japan,Japanese,,"May 22nd, 2015 (Limited) by GKIDS, released as When Marnie Was There","October 6th, 2015 by Universal Home Entertainment, released as When Marnie Was There","PG for thematic elements and smoking.(Rating bulletin 2365, 3/18/2015)","Orphan, Coming of Age, Imaginary Friend, Non-Chronological, Asthma, Adopted Family, Surprise Twist, Voiceover/Narration, Dream Sequence, Haunted House, Haunting, Friendly Ghost, Mental Illness, Dysfunctional Family",Studio Ghibli,"$565,042","$1,241,705","$1,806,747","$1,333,089","$2,167,415","$3,500,504"
19,https://www.the-numbers.com/movie/Oneului-yeonae-(South-Korea)-(2015),[],"[['Jin-pyo Park', 'Director']]",,,,,,,"January 16th, 2015 (Wide) (South Korea)
",118 minutes,Create your own comparison chart…,,,,,Republic of Korea,,,,,,,,n/a,"$13,576,426","$13,576,426",,,
20,https://www.the-numbers.com/movie/souvenirs-les-(France),[],"[['Jean-Paul Rouve', 'Director']]",,,,,,,"January 16th, 2015 (Wide) (France)
March 27th, 2015 (Wide) (Germany)
August 7th, 2015 (Wide) (Netherlands)
April 22nd, 2016 (Wide) (Spain)
April 15th, 2018 (Wide) (Italy)
... Show all releases
",92 minutes,Create your own comparison chart…,Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,France,French,,,,,,,n/a,"$7,777,531","$7,777,531",,,
21,https://www.the-numbers.com/movie/Still-Alice,"['Alec Baldwin', 'Kristen Stewart', 'Kate Bosworth', 'Hunter Parrish', 'Julianne Moore']","[['Richard Glatzer', 'Director'], ['Wash Westmoreland', 'Director'], ['Richard Glatzer', 'Screenwriter'], ['Wash Westmoreland', 'Screenwriter'], ['Lisa Genova', 'Story Creator'], ['Lex Lutzus', 'Producer'], ['James Brown', 'Producer'], ['Pamela Koffler', 'Producer'], ['Declan Baldwin', 'Co-Producer'], ['Elizabeth Gelfand Stearns*', 'Co-Producer'], ['Marie Savare', 'Executive Producer'], ['Christine Vachon', 'Executive Producer'], ['Maria Shriver', 'Executive Producer'], ['Emilie Georges', 'Executive Producer'], ['Nicholas Shumaker', 'Executive Producer'], ['Celine Rattray', 'Executive Producer'], ['Trudie Styler', 'Executive Producer'], ['Kerry Barden', 'Casting Director'], ['Paul Schnee', 'Casting Director'], ['Allison Estrin', 'Casting Director'], ['Randall Poster', 'Music Supervisor'], ['Meghan Currier', 'Music Supervisor'], ['Ilan Eshkeri', 'Composer'], ['Stacey Battat', 'Costume Designer'], ['Nicolas Chaudeurge', 'Editor'], ['Tommaso Ortino', 'Production Designer'], ['Denis Lenoir', 'Director of Photography']]","$5,000,000 (worldwide box office is 8.3 times production budget)","$212,000 (1.1% of total gross)",6.92 (domestic box office/biggest weekend),44.8% (domestic box office/worldwide),"12 opening theaters/1,318 max. theaters, 4.8 weeks average run per theater","$23,126,853","January 16th, 2015 (Wide) (Spain)
January 22nd, 2015 (Wide) (Italy)
January 22nd, 2015 (Wide) (New Zealand)
January 29th, 2015 (Wide) (Australia)
January 30th, 2015 (Wide) (Taiwan)
... Show all releases
",99 minutes,vs. 50/50Create your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,,"January 16th, 2015 (Limited) by Sony Pictures Classics","April 28th, 2015 by Sony Pictures Home Entertainment","PG-13 for mature thematic material, and brief language including a sexual reference.(Rating bulletin 2345, 10/22/2014)","Faulty Memory, Alzheimer, College Professor, Dysfunctional Family, Terminal Illness, Set in New York City, Set in New York, 2010s, Set in Manhattan, Academics, Life Drama","Lutzus-Brown, Killer Films, Big Indie Pictures, Shriver Films","$18,656,400","$22,941,966","$41,598,366","$2,824,216","$932,065","$3,756,281"
22,https://www.the-numbers.com/movie/Testament-of-Youth,"['Hayley Atwell', 'Miranda Richardson', 'Joanna Scanlan', 'Anna Chancellor', 'Alexandra Roach', 'Alicia Vikander', 'Kit Harington', 'Taron Egerton', 'Emily Watson', 'Colin Morgan', 'Dominic West']","[['James Kent', 'Director'], ['David Heyman', 'Producer'], ['Rosie Alison', 'Producer'], ['Juliette Towhidi', 'Screenwriter'], ['Vera Brittain', 'Based on the autobiography by'], ['Christine Langan', 'Executive Producer'], ['Joe Oppenheimer', 'Executive Producer'], ['Hugo Heppell', 'Executive Producer'], ['Zygi Kamasa', 'Executive Producer'], ['Richard Mansell', 'Executive Producer'], ['Celia Duval', 'Co-Producer'], ['Rob Hardy', 'Director of Photography'], ['Jon Henson', 'Production Designer'], ['Lucia Zucchetti', 'Editor'], ['Consolata Boyle', 'Costume Designer'], ['Christine Walmesley-Cotham', 'Make-up and Hair Designer'], ['Max Richter', 'Composer'], ['Lucy Bevan', 'Casting Director']]","$10,000,000 (worldwide box office is 0.7 times production budget)","$53,008 (2.9% of total gross)",9.35 (domestic box office/biggest weekend),27.4% (domestic box office/worldwide),"4 opening theaters/104 max. theaters, 6.9 weeks average run per theater","$2,258,893","January 16th, 2015 (Wide) (United Kingdom)
April 23rd, 2015 (Wide) (Australia)
April 23rd, 2015 (Wide) (New Zealand)
September 16th, 2015 (Wide) (Belgium)
October 2nd, 2015 (Wide) (France)
... Show all releases
",129 minutes,"vs. Men, Women and ChildrenCreate your own comparison chart…",Based on Factual Book/Article,Drama,Live Action,Dramatization,United Kingdom,English,,"June 5th, 2015 (Limited) by Sony Pictures Classics","October 20th, 2015 by Sony Pictures Home Entertainment","PG-13 for thematic material including bloody and disturbing war related images.(Rating bulletin 2368, 4/8/2015)","Coming of Age, Non-Chronological, Death of a Sibling, 1910s, Nurse, Historical Drama, World War I","BBC Films, Heyday Films, Screen Yorkshire, BFI, Hotwells Productions, Nordisk Film, Lipsync Productions","$1,822,250","$4,824,419","$6,646,669","$610,653","$275,510","$886,163"
23,https://www.the-numbers.com/movie/Wedding-Ringer-The,"['Ken Howard', 'Jennifer Lewis', 'Mimi Rogers', 'Olivia Thirlby', 'Kevin Hart', 'Josh Gad', 'Kaley Cuoco']","[['Jeremy Garelick', 'Director'], ['Adam Fields', 'Producer'], ['Will Packer', 'Producer'], ['Jeremy Garelick', 'Screenwriter'], ['Jay Lavender', 'Screenwriter'], ['Zanne Devine', 'Executive Producer'], ['Jeremy Garelick', 'Executive Producer'], ['Jay Lavender', 'Executive Producer'], ['Glenn S. Gainor', 'Executive Producer'], ['Ben Waisbren', 'Executive Producer'], ['Bradford Lipson', 'Director of Photography'], ['Chris Cornwell', 'Production Designer'], ['Jeff Groth', 'Editor'], ['Shelly Westerman', 'Editor'], ['Byron Wong', 'Editor'], ['Christopher Lennertz', 'Composer'], ['Genevieve Tyrrell', 'Costume Designer']]","$23,000,000 (worldwide box office is 3.5 times production budget)","$20,649,306 (32.0% of total gross)",3.12 (domestic box office/biggest weekend),80.4% (domestic box office/worldwide),"3,003 opening theaters/3,003 max. theaters, 5.0 weeks average run per theater","$79,906,197","January 22nd, 2015 (Wide) (Australia)
January 30th, 2015 (Wide) (Romania)
February 6th, 2015 (Wide) (South Africa)
February 19th, 2015 (Wide) (Bahrain)
February 19th, 2015 (Wide) (Israel)
... Show all releases
",101 minutes,vs. Ride Along 2Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,"January 16th, 2015 (Wide) by Sony Pictures","April 28th, 2015 by Sony Pictures Home Entertainment","R for crude and sexual content, language throughout, some drug use and brief graphic nudity.(Rating bulletin 2354, 12/24/2014)","African Americans, Wedding Planning, Wedding Day, Buddy Comedy, Romance, False Identity","LStar Capital, Will Packer Productions","$64,460,211","$15,711,385","$80,171,596","$4,205,142","$2,578,636","$6,783,778"
24,https://www.the-numbers.com/movie/Wild-Card,"['Michael Angarano', 'Milo Ventimiglia', 'Dominik Garcia-Lorido', 'Anne Heche', 'Sofia Vergara', 'Max Casella', 'Jason Alexander', 'Hope Davis', 'Stanley Tucci', 'Jason Statham']","[['Simon West', 'Director'], ['William Goldman', 'Screenwriter'], ['William Goldman', 'Story Creator'], ['Steven Chasman', 'Producer'], ['Jason Statham', 'Producer'], ['Nick Meyer', 'Executive Producer'], ['Marc Schaberg', 'Executive Producer'], ['Cassian Elwes', 'Executive Producer'], ['Robert Earl', 'Executive Producer'], ['Brian Pitt', 'Executive Producer'], ['Shelly Johnson', 'Director of Photography'], ['Greg Berry', 'Production Designer'], ['Padraic McKinley', 'Editor'], ['Dario Marianelli', 'Composer'], ['Cory Yuen', 'Action Choreographer'], ['Lizz Wolf', 'Costume Designer']]","$30,000,000 (worldwide box office is 0.1 times production budget)",,,0.1% (domestic box office/worldwide),,"$3,961","January 16th, 2015 (Wide) (France)
February 6th, 2015 (Wide) (Netherlands)
February 11th, 2015 (Wide) (Belgium)
February 13th, 2015 (Wide) (Germany)
March 6th, 2015 (Wide) (Taiwan)
... Show all releases
",92 minutes,vs. RocknRollaCreate your own comparison chart…,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,United States,English,,"January 30th, 2015 (Limited) by Lionsgate","March 31st, 2015 by Lionsgate Home Entertainment","R for strong violence, language and some sexuality/nudity.(Rating bulletin 2315, 3/26/2014)","Early / Simultaneous Video-on-Demand release, Gambling, Revenge, Sex Crimes, Organized Crime, One Last Job, Addiction, Remake","S.J. Heat Productions, Sierra Films, Affinity, Cinema Seven Productions","$3,200","$4,312,589","$4,315,789","$2,613,274","$1,014,507","$3,627,781"
25,https://www.the-numbers.com/movie/Ex-Machina,"['Domhnall Gleeson', 'Alicia Vikander', 'Oscar Isaac']","[['Alex Garland', 'Director'], ['Alex Garland', 'Screenwriter'], ['Andrew MacDonald', 'Producer'], ['Allon Reich', 'Producer'], ['Scott Rudin', 'Executive Producer'], ['Eli Bush', 'Executive Producer'], ['Tessa Ross', 'Executive Producer'], ['Caroline Levy', 'Line Producer'], ['Joanne Smith', 'Associate Producer'], ['Rob Hardy', 'Director of Photography'], ['Mark Day', 'Editor'], ['Mark Digby', 'Production Designer'], ['Sammy Sheldon Differ*', 'Costume Designer'], ['Glenn Freemantle', 'Sound Designer'], ['Ben Salisbury', 'Composer'], ['Geoff Barrow', 'Composer'], ['Francine Maisler', 'Casting Director']]","$13,000,000 (worldwide box office is 2.9 times production budget)","$237,264 (0.9% of total gross)",4.76 (domestic box office/biggest weekend),66.4% (domestic box office/worldwide),"4 opening theaters/2,004 max. theaters, 3.8 weeks average run per theater","$31,537,139","January 21st, 2015 (Wide) (South Korea)
January 21st, 2015 (Wide) (United Kingdom)
February 27th, 2015 (Wide) (Spain)
March 20th, 2015 (Wide) (Poland)
March 26th, 2015 (Wide) (United Arab Emirates)
... Show all releases
",110 minutes,vs. The FighterCreate your own comparison chart…,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,"United Kingdom, United States",English,,"April 10th, 2015 (Limited) by A24April 24th, 2015 (Expands Wide) by A24","June 23rd, 2015 by Lionsgate Home Entertainment","R for graphic nudity, language, sexual references and some violence.(Rating bulletin 2328, 6/25/2014)","Robot, Artificial Intelligence, Inventor, Interspecies Romance, Addiction, Black Out Drunk, Surprise Twist, Cabin in the Woods, Intertitle, Set in Alaska, Digital Cinematography, Psychological Thriller",DNA Films,"$25,440,971","$12,851,955","$38,292,926","$5,252,775","$6,036,827","$11,289,602"
