,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,International Releases:,Running Time:,Comparisons:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Domestic Releases:,Video Release:,MPAA Rating:,Keywords:,Production/Financing Companies:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
85,https://www.the-numbers.com/movie/Secret-Garden-The-(UK),"['Amir Wilson', 'Isis Davis', 'Colin Firth', 'Julie Walters', 'Dixie Egerickx']","[['Marc Munden', 'Director'], ['Jack Thorne', 'Screenwriter'], ['Frances Hodgson Burnett', 'Story by'], ['David Heyman', 'Producer'], ['Rosie Alison', 'Producer'], ['Didier Lupfer', 'Executive Producer'], ['Ron Halpern', 'Executive Producer'], ['Dan Macrae', 'Executive Producer'], ['Robert Simonds', 'Executive Producer'], ['Adam Fogelson', 'Executive Producer'], ['Jane Robertson', 'Co-Producer'], ['Lol Crawley', 'Director of Photography'], ['Grant Montgomery', 'Production Designer'], ['Michele Clapton', 'Costume Designer'], ['Luke Dunkley', 'Editor'], ['Dario Marianelli', 'Composer'], ['Karen Lindsay-Stewart', 'Casting Director']]",,,,,,,"July 8th, 2020 (Wide), released as 祕密花園 (Taiwan)
August 14th, 2020 (Wide) (Netherlands)
August 14th, 2020 (Limited) (Portugal)
August 14th, 2020 (Wide) (Spain)
August 19th, 2020 (Wide) (South Korea)
... Show all releases
",99 minutes,vs. A Little PrincessCreate your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Kids Fiction,United Kingdom,English,,"August 7th, 2020 by STX Entertainment","PG for thematic elements and some mild peril.(Rating bulletin 2619 (Cert #52622), 3/4/2020)","Filmed in Puzzlewood, Gloucestershire, England, Filmed in Gloucestershire, England, Filmed in England, Filmed in United Kingdom, Family Movie, Family Drama, Filmed in Iford Manor, Wiltshire, England, Filmed in Wiltshire, England, Filmed in Bodnant Gardens, Conwy, Wales, Filmed in Conwy, Wales, Filmed in Wales, Filmed in Woodhall Estate, Hertfordshire, England, Filmed in Hertfordshire, England, Filmed in Trebah Gardens, Cornwall, England, Filmed in Cornwall, England, Filmed in Harlaxton Manor, Lincolnshire, England, Filmed in Lincolnshire, England, Filmed in Abbotsbury Subtropical Gardens, Dorset, England, Filmed in Dorset, England, Filmed in Helmsley Walled Garden, Yorkshire, England, Filmed in Yorkshire, England","StudioCanal, Heyday Films, STX Films",,n/a,"$7,821,502","$7,821,502","$561,333","$702,097","$1,263,430"
86,https://www.the-numbers.com/movie/Tout-simplement-noir-(2020-France),['Jean-Pascal Zadi'],"[['John Wax', 'Director'], ['Jean-Pascal Zadi', 'Director'], ['Jean-Pascal Zadi', 'Screenwriter'], ['Kamel Guerma', 'Screenwriter'], ['Fabrice Eboue', 'Screenwriter'], ['John Wax', 'Screenwriter'], ['Sidonie Dumas', 'Producer'], ['Mark Vadé', 'Executive Producer'], ['Flavia Marcon', 'Production Designer'], ['Samuel Danesi', 'Editor']]",,,,,,,"July 8th, 2020 (Wide) (France)
",90 minutes,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,France,French,,,,,Gaumont,,n/a,"$6,288,085","$6,288,085",,,
87,https://www.the-numbers.com/movie/Ban-do-(South-Korea),"['Kwon Haehyo', 'Kim Min-jae', 'Koo Gyo-hwan', 'Kim Do-yoon', 'Lee Re', 'Lee Ye-won', 'Gang Dong-won', 'Lee Jung-hyun']","[['Sang-ho Yeon', 'Director'], ['Park Joo-suk', 'Screenwriter'], ['Sang-ho Yeon', 'Screenwriter'], ['Lee Dong-ho', 'Producer'], ['Kim Woo-taek', 'Executive Producer'], ['Lee Mo-kwon', 'Production Designer'], ['Yang Jinmo', 'Editor'], ['Mowg*', 'Composer'], ['Lee Hyung Deok', 'Director of Photography']]","$118,647 (9.7% of total gross)",5.74 (domestic box office/biggest weekend),3.5% (domestic box office/worldwide),"$16,000,000 (worldwide box office is 2.2 times production budget)","48 opening theaters/151 max. theaters, 6.0 weeks average run per theater","$1,359,859","July 15th, 2020 (Wide), released as Peninsula (South Korea)
August 7th, 2020 (Wide), released as Train To Busan 2 - Peninsula (Australia)
August 7th, 2020 (Limited), released as Train to Busan Presents: Peninsula (Canada)
August 13th, 2020 (Wide) (New Zealand)
August 14th, 2020 (Wide) (Lithuania)
... Show all releases
",116 minutes,vs. The First PurgeCreate your own comparison chart…,Original Screenplay,Horror,Live Action,Science Fiction,Republic of Korea,Korean,"August 7th, 2020 (Limited), released as Train to Busan Presents: Peninsula (Canada)
August 21st, 2020 (Limited) by Well Go USA, released as Train to Busan Presents: Peninsula","October 27th, 2020 by Well Go USA Video, released as Train to Busan Presents: Peninsula",,,"Next Entertainment, Redpeter Film",Train to Busan,"$1,224,525","$33,866,998","$35,091,523",,"$23,520","$23,520"
88,https://www.the-numbers.com/movie/Unhinged-(2020),"['Gabriel Bateman', 'Jimmi Simpson', 'Austin P. McKenzie', 'Russell Crowe', 'Caren Pistorius']","[['Derrick Borte', 'Director'], ['Carl Ellsworth', 'Screenwriter'], ['Lisa Ellzey', 'Producer'], ['Mark Gill', 'Producer'], ['Andrew Gunn', 'Producer'], ['Guy Botham', 'Executive Producer'], ['Crystal Bourbeau', 'Executive Producer'], ['Mary C Russell', 'Executive Producer'], ['Christopher Milburn', 'Executive Producer'], ['Gareth West', 'Executive Producer'], ['Peter Touche', 'Executive Producer'], ['Anders Erden', 'Executive Producer'], ['Brendan Galvin', 'Director of Photography'], ['Freddy Waff', 'Production Designer'], ['Michael McCusker', 'Editor'], ['Steven Mirkovich*', 'Editor'], ['Tim Mirkovich', 'Editor'], ['David Buckley', 'Composer'], ['Denise Wingate', 'Costume Designer'], ['Mary Vernieu', 'Casting Director'], ['Raylin Sabo', 'Casting Director']]","$601,032 (2.9% of total gross)",5.18 (domestic box office/biggest weekend),55.8% (domestic box office/worldwide),"$33,000,000 (worldwide box office is 1.1 times production budget)","299 opening theaters/2,402 max. theaters, 8.6 weeks average run per theater","$23,133,771","July 16th, 2020 (Wide) (Australia)
July 16th, 2020 (Wide), released as Unhinged: Ausser Kontrolle (Germany)
July 30th, 2020 (Wide) (New Zealand)
July 31st, 2020 (Wide) (Lithuania)
July 31st, 2020 (Wide) (Netherlands)
... Show all releases
",93 minutes,vs. The New MutantsCreate your own comparison chart…,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"August 14th, 2020 (Limited) (Canada)
August 21st, 2020 (Wide) by Solstice Studios","October 20th, 2020 by Lionsgate Home Entertainment","R for strong violent content, and language throughout.(Rating bulletin 2630 (Cert #52727), 5/20/2020)","Road Rage, Psychological Thriller, Revenge, Disrupted by COVID-19 pandemic","Solstice Pictures, Ingenious Media",,"$20,831,465","$16,507,639","$37,339,104","$2,738,730","$1,649,868","$4,388,598"
89,https://www.the-numbers.com/movie/Follow-Me-(2020),"['Keegan Allen', 'Denzel Whitaker', 'Ronen Rubinstein', 'Kimberly Quinn', 'Pasha Lychnikoff', 'George Janko', 'Holland Roden']","[['Will Wernick', 'Director'], ['Will Wernick', 'Screenwriter'], ['Sonia Lisette', 'Producer'], ['Kelly Delson', 'Producer'], ['Jeff Delson', 'Producer'], ['Will Wernick', 'Producer'], ['Nikos Angelopoulos', 'Associate Producer'], ['John Fonseca', 'Associate Producer'], ['Daniel Hambrick', 'Associate Producer'], ['James M. Pellechi Jr', 'Associate Producer'], ['Sean Wilkoff', 'Associate Producer'], ['Carrie Shaltz Haslup', 'Co-Producer'], ['Jandi Swanson', 'Co-Producer'], ['Navaid Anwar', 'Co-Executive Producer'], ['Donn Delson', 'Co-Executive Producer'], ['Joyce Delson', 'Co-Executive Producer'], ['Shane Dunleavy', 'Co-Executive Producer'], ['Justin Hoertling', 'Co-Executive Producer'], ['John Ierardi', 'Co-Executive Producer'], ['Dale Schultz', 'Co-Executive Producer'], ['Trevor Schultz', 'Co-Executive Producer'], ['Kelly Delson', 'Executive Producer'], ['Jeff Delson', 'Executive Producer'], ['Philip W. Shaltz', 'Executive Producer'], ['Jonathan Deckter', 'Executive Producer'], ['Babacar Diene', 'Executive Producer'], ['Mike Bundlie', 'Executive Producer'], ['Jessica Mauricio', 'Costume Designer'], ['Brittani Ward', 'Casting Director'], ['Crystal Grooms Mangano', 'Composer'], ['Adam Henderson', 'Production Designer'], ['Cris Mertens', 'Editor'], ['Jason Goodell', 'Director of Photography']]","$79,182 (47.1% of total gross)",2.12 (domestic box office/biggest weekend),3.1% (domestic box office/worldwide),,"45 opening theaters/50 max. theaters, 4.4 weeks average run per theater","$186,522","July 17th, 2020 (Wide) (Australia)
July 17th, 2020 (Wide) (Netherlands)
July 23rd, 2020 (Wide) (New Zealand)
July 24th, 2020 (Wide), released as Sek paskui mane (Lithuania)
August 7th, 2020 (Wide), released as #FOLLOWME (Slovakia)
... Show all releases
",92 minutes,Create your own comparison chart…,Original Screenplay,Horror,Live Action,Contemporary Fiction,United States,English,"September 18th, 2020 (Limited) by Vertical Entertainment, released as No Escape","October 20th, 2020 by Lionsgate Home Entertainment, released as No Escape","R for bloody violence, grisly images, pervasive language, some graphic nudity and brief drug use.(Rating bulletin 2643 (Cert #52860), 8/19/2020)",,"Vertical Entertainment, Voltage Pictures, Escape Productions",,"$167,962","$5,169,449","$5,337,411",,,
90,https://www.the-numbers.com/movie/Im-From-Today-(2020-Japan),[],"[['Yuichi Fukuda', 'Director']]",,,,,,,"July 17th, 2020 (Wide) (Japan)
April 15th, 2022 (Wide), released as From Today, It's My Turn: The Movie (South Korea)
",,Create your own comparison chart…,Based on Comic/Graphic Novel,Action,Live Action,Contemporary Fiction,Japan,Japanese,,,,,,,n/a,"$47,895,889","$47,895,889",,,
91,https://www.the-numbers.com/movie/Zhong-Guo-he-huo-ren-(2013-China),[],"[['Peter Chan', 'Director']]",,,,,,,"July 24th, 2020 (Wide), released as American Dreams in China (China)
",112 minutes,Create your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,China,Mandarin,,,,,,,n/a,"$82,820,000","$82,820,000",,,
92,https://www.the-numbers.com/movie/Jeongsang-hoidam-(2019-South-Korea),[],"[['Woo-seok Yang', 'Director']]",,,,,,,"July 29th, 2020 (Wide), released as Steel Rain 2: Summit (South Korea)
",132 minutes,Create your own comparison chart…,Original Screenplay,Action,Live Action,Science Fiction,Republic of Korea,Korean,,,,,,Steel Rain,n/a,"$12,918,661","$12,918,661",,,
93,https://www.the-numbers.com/movie/Secret-Dare-to-Dream-The,"['Celia Weston', ""Jerry O'Connell"", 'Katie Holmes', 'Josh Lucas']","[['Andy Tennant', 'Director'], ['Andy Tennant', 'Screenwriter'], ['Bekah Brunstetter', 'Screenwriter'], ['Rick Parks', 'Screenwriter'], ['Bekah Brunstetter', 'Story based on the book “The Secret” by'], ['Rhonda Byrne', 'Story based on the book “The Secret” by'], ['Rhonda Byrne', 'Producer'], ['Robert W. Cort', 'Producer'], ['Paul Hanson', 'Producer'], ['Robert Katz', 'Producer'], ['Joe Gelchion', 'Producer'], ['Matthew George', 'Producer'], ['Andrew Dunn', 'Director of Photography'], ['Denny Dugally', 'Production Designer'], ['Troy Takaki', 'Editor'], ['Annie Bloom', 'Costume Designer'], ['George Fenton', 'Score Mixer']]",,,,"$9,400,000 (worldwide box office is 0.5 times production budget)",,,"July 30th, 2020 (Wide) (New Zealand)
July 31st, 2020 (Wide), released as The Secret: Dare To Dream (Australia)
August 7th, 2020 (Wide) (Germany)
August 7th, 2020 (Wide), released as Секрет (Russia (CIS))
August 21st, 2020 (Wide) (Portugal)
... Show all releases
",107 minutes,Create your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,English,2020 (Canceled) by Roadside Attractions,"July 31st, 2020 by Lionsgate Home Entertainment","PG for language and an injury image.(Rating bulletin 2606 (Cert #52491), 11/27/2019)",,"Tri-G, Savvy Media Holdings, Shine Box, Robert Cort Productions",,n/a,"$4,920,099","$4,920,099","$809,917","$1,479,785","$2,289,702"
94,https://www.the-numbers.com/movie/Greenland,"['Morena Baccarin', 'Andrew Bachelor', 'Roger Dale Floyd', 'Scott Glenn', 'Gerard Butler']","[['Ric Roman Waugh', 'Director'], ['Chris Sparling', 'Screenwriter'], ['Basil Iwanyk', 'Producer'], ['Gerard Butler', 'Producer'], ['Alan Siegel', 'Producer'], ['Sébastien Raybaud', 'Executive Producer'], ['Harold van Lier', 'Executive Producer'], ['Nik Bower', 'Executive Producer'], ['Gabriel Fleming', 'Editor'], ['David Buckley', 'Composer'], ['Dana Gonzales', 'Director of Photography']]",,,,"$34,000,000 (worldwide box office is 1.2 times production budget)",,,"July 31st, 2020 (Wide) (Belgium)
August 7th, 2020 (Wide) (France)
August 14th, 2020 (Wide) (Estonia)
August 14th, 2020 (Wide) (Finland)
August 14th, 2020 (Wide) (Latvia)
... Show all releases
",119 minutes,vs. The Green KnightCreate your own comparison chart…,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,Fall 2020 (Canceled) by STX Entertainment,"December 18th, 2020 by STX Entertainment","PG-13 for intense sequences of disaster action, some violence, bloody images and brief strong language.(Rating bulletin 2634 (Cert #52583), 6/17/2020)","Disaster, Extreme Weather, End of the World, Diabetes","Riverstone Pictures, Anton Capital Investors, Thunder Road Film, G-Base",,n/a,"$40,629,075","$40,629,075","$5,023,745","$5,133,545","$10,157,290"
95,https://www.the-numbers.com/movie/Padre-no-hay-mas-que-uno-2-La-Ilegada-de-la-suegra-(2020-Spain),[],"[['Santiago Segura', 'Director']]",,,,,,,"July 31st, 2020 (Wide) (Spain)
",96 minutes,Create your own comparison chart…,Based on Movie,Comedy,Live Action,Contemporary Fiction,Spain,Spanish,,"December 1st, 2020 by Sony Pictures Home Entertainment, released as Father There is Only One 2",,,,Father There is Only One,n/a,"$15,378,662","$15,378,662",,,
96,https://www.the-numbers.com/movie/SpongeBob-Movie-Sponge-on-the-Run-The-(2020),"['Clancy Brown', 'Bill Fagerbakke', 'Rodger Bumpass', 'Tom Kenny']","[['Tim Hill', 'Director'], ['Jonathan Aibel', 'Screenwriter'], ['Glenn Berger', 'Screenwriter'], ['Tim Hill', 'Screenwriter'], ['Michael Kvamme', 'Screenwriter'], ['Stephen Hillenburg', 'Story by'], ['Ryan Harris', 'Producer'], ['Stephen Hillenburg', 'Executive Producer'], ['Chris Spellman', 'Production Designer'], ['Michael Andrews', 'Editor'], ['Hans Zimmer', 'Composer'], ['Steve Mazzaro', 'Composer'], ['Larry Fong', 'Director of Photography']]","$865,824 (18.0% of total gross)",5.56 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 0.1 times production budget)","300 opening theaters/326 max. theaters, 8.6 weeks average run per theater","$5,342,479","July 31st, 2020 (Wide) (United Kingdom)
June 17th, 2021 (Wide) (Australia)
",91 minutes,vs. SpongeBob SquarePants: The MovieCreate your own comparison chart…,Based on TV,Adventure,Digital Animation,Kids Fiction,United States,English,"August 14th, 2020 (Limited) by Paramount Pictures","March 4th, 2021 by Paramount Home Video","PG for rude humor, some thematic elements, and mild language.(Rating bulletin 2633 (Cert #52591), 6/10/2020)",,"Nickelodeon Films, Paramount Animation, United Plankton Pictures, Mikros Image Animation",SpongeBob SquarePants,"$4,810,790",,,"$1,656,763","$1,180,574","$2,837,337"
97,https://www.the-numbers.com/movie/Bigfoot-Family-(2020-Belgium),[],"[['Jeremy Degruson', 'Director'], ['Ben Stassen', 'Director']]",,,,,,,"August 5th, 2020 (Wide) (France)
October 2nd, 2020 (Wide), released as Didžiapėdžio vaikis 2 (Bigfoot family) (Lithuania)
October 2nd, 2020 (Wide), released as Семейка Бигфутов (Russia (CIS))
October 9th, 2020 (Wide) (Netherlands)
January 6th, 2021 (Wide) (South Korea)
... Show all releases
",89 minutes,vs. VivoCreate your own comparison chart…,Original Screenplay,Adventure,Digital Animation,Kids Fiction,"Belgium, France",,,"February 26th, 2021 by NetflixFebruary 26th, 2021 by Netflix UK",,Bigfoot,,,n/a,"$10,415,023","$10,415,023",,,
98,https://www.the-numbers.com/movie/blagues-de-Toto-Les-(2020-France),[],"[['Pascal Bourdiaux', 'Director']]",,,,,,,"August 5th, 2020 (Wide) (France)
",84 minutes,Create your own comparison chart…,Based on Comic/Graphic Novel,Comedy,Live Action,Contemporary Fiction,France,French,,,,,,Toto’s Jokes,n/a,"$8,506,556","$8,506,556",,,
99,https://www.the-numbers.com/movie/Daman-Akeseo-Guhasoseo-(2020-South-Korea),[],"[['Won-Chan Hong', 'Director']]",,,,,,,"August 5th, 2020 (Wide) (South Korea)
December 3rd, 2020 (Wide) (Russia (CIS))
June 10th, 2021 (Limited), released as Deliver Us from Evil (Australia)
June 10th, 2021 (Wide), released as Deliver Us From Evil (New Zealand)
",108 minutes,Create your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,Republic of Korea,Korean,,,,,,,n/a,"$33,606,785","$33,606,785",,,
100,https://www.the-numbers.com/movie/Eiga-Doraemon-Nobita-no-shin-kyoryu-(2020-Japan),[],"[['Kazuaki Imai', 'Director']]",,,,,,,"August 7th, 2020 (Wide) (Japan)
October 8th, 2020 (Wide) (Hong Kong)
December 5th, 2020 (Wide), released as Doraemon the Movie: Nobita's New Dinosaur (China)
August 5th, 2021 (Wide), released as Doraemon the Movie: Nobita’s New Dinosaur (South Korea)
",110 minutes,Create your own comparison chart…,Remake,Adventure,Digital Animation,Kids Fiction,Japan,Japanese,,,,,,,n/a,"$42,759,627","$42,759,627",,,
101,https://www.the-numbers.com/movie/Fengsheng,[],[],,,,,,,"August 7th, 2020 (Wide), released as The Message (China)
",,Create your own comparison chart…,,,,,China,Mandarin,,,,,,,n/a,"$32,887,948","$32,887,948",,,
102,https://www.the-numbers.com/movie/Okei-Madam-(2019-South-Korea),[],"[['Cheol-ha Lee', 'Director']]",,,,,,,"August 12th, 2020 (Wide) (South Korea)
November 26th, 2020 (Wide) (Hong Kong)
",100 minutes,Create your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,Republic of Korea,Korean,,,,,,,n/a,"$9,529,935","$9,529,935",,,
103,https://www.the-numbers.com/movie/Omoi-Omoware-Furi-Furare-(Japan-2020),[],"[['Toshimasa Kuroyanagi', 'Director']]",,,,,,,"August 14th, 2020 (Wide) (Japan)
February 11th, 2021 (Wide) (Russia (CIS))
April 8th, 2021 (Wide) (South Korea)
",,vs. Beauty WaterCreate your own comparison chart…,,,Digital Animation,,Japan,Japanese,,,,,,,n/a,"$6,501,023","$6,501,023",,,
104,https://www.the-numbers.com/movie/Gekijouban-Fate-Stay-Night-Heavens-Feel-III-Spring-Song-(2020-Japan),[],"[['Tomonori Sudō', 'Director']]",,,,,,,"August 15th, 2020 (Wide) (Japan)
October 22nd, 2020 (Wide) (South Korea)
November 19th, 2020 (Limited) (Australia)
November 19th, 2020 (Wide) (New Zealand)
March 11th, 2021 (Wide) (Mexico)
... Show all releases
",,Create your own comparison chart…,Based on Comic/Graphic Novel,Adventure,Digital Animation,Fantasy,Japan,,"July 16th, 2021 (Special Engagement) by Fathom Events",,,,,Fate/stay Night,n/a,"$18,765,310","$18,765,310",,,
105,https://www.the-numbers.com/movie/Ba-bai-(2020-China),"['Ou Hao', 'Jiang Wu', 'Zhang Yi', 'Qianyuan Wang', 'Du Chun', 'Li Chen']","[['Hu Guan', 'Director'], ['Hu Guan', 'Screenwriter'], ['Ge Rui', 'Screenwriter'], ['Wenjiu Zhu ', 'Producer'], ['Zhang Dajun', 'Executive Producer'], ['Lin Mu', 'Production Designer'], ['Tu Yiran', 'Editor'], ['He Yongyi', 'Editor'], ['Andrew Kawczynski', 'Composer'], ['Cao Yu', 'Director of Photography']]",,,,,,,"August 21st, 2020 (Wide) (China)
August 27th, 2020 (Wide) (New Zealand)
August 28th, 2020 (Wide), released as The Eight Hundred (Australia)
September 18th, 2020 (Limited), released as The Eight Hundred (United Kingdom)
September 25th, 2020 (Wide), released as Sekiz Yüz (Turkey)
... Show all releases
",147 minutes,Create your own comparison chart…,Based on Real Life Events,Action,Live Action,Dramatization,China,Mandarin,"August 28th, 2020 (Limited) by CMC Pictures, released as The Eight-Hundred","February 23rd, 2021 by Shout Factory, released as The Eight-Hundred",,,Huayi Brothers Pictures Ltd,,n/a,"$472,648,086","$472,648,086",,,
106,https://www.the-numbers.com/movie/Bill-and-Ted-Face-the-Music-(2020),"['Samara Weaving', 'Brigette Lundy-Paine', 'William Sadler', 'Kristen Schaal', 'Holland Taylor', 'Erinn Hayes', 'Jayma Mays', 'Anthony Carrigan', 'Jillian Bell', 'Kid Cudi', 'Beck Bennett', 'Hal Landon Jr.', 'Amy Stoch', 'Keanu Reeves', 'Alex Winter']","[['Dean Parisot', 'Director'], ['Chris Matheson', 'Screenwriter'], ['Ed Solomon', 'Screenwriter'], ['Scott Kroopf', 'Producer'], ['Alex Lebovici', 'Producer'], ['Steve Ponce', 'Producer'], ['David Haring', 'Producer'], ['Ed Solomon', 'Producer'], ['Alex Winter', 'Producer'], ['Steven Soderbergh', 'Executive Producer'], ['Patrick W. Dugan', 'Executive Producer'], ['Shelly Johnson', 'Director of Photography'], ['Melanie Paizes-Jones', 'Production Designer'], ['Don Zimmerman', 'Editor'], ['Jonathan Leahy', 'Music Supervisor'], ['Mark Isham', 'Composer'], ['Jennifer Starzyk', 'Costume Designer'], ['David Hillary', 'Co-Producer']]","$1,125,007 (32.7% of total gross)",3.06 (domestic box office/biggest weekend),55.0% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 0.3 times production budget)","1,007 opening theaters/1,007 max. theaters, 4.1 weeks average run per theater","$3,819,809","August 23rd, 2020 (Wide) (United Kingdom)
August 27th, 2020 (Wide), released as Билл и Тед (Russia (CIS))
September 3rd, 2020 (Wide) (New Zealand)
September 10th, 2020 (Wide) (Australia)
September 11th, 2020 (Wide), released as Bilas ir Tedas gelbėja visatą (Lithuania)
... Show all releases
",91 minutes,vs. The New MutantsCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Science Fiction,United States,English,"August 28th, 2020 (Wide) by United Artists","August 28th, 2020 by United Artists Video","PG-13 for some language.(Rating bulletin 2636 (Cert #52761), 7/1/2020)","Time Travel, Early / Simultaneous Video-on-Demand release, Musicians, End of the World, Father’s Footsteps, Father and Daughter, Disrupted by COVID-19 pandemic, Delayed Sequel","Hammerstone Studios, Orion Pictures, Dugan Entertainment, TinRes Entertainment, Endeavor Content, Many Rivers",Bill & Ted,"$3,439,660","$2,815,970","$6,255,630","$970,777","$1,531,592","$2,502,369"
107,https://www.the-numbers.com/movie/Qiao-Mai-Feng-Chang-(2020-China),[],"[['Xu Zhanxiong', 'Director']]",,,,,,,"August 25th, 2020 (Wide), released as Wild Grass (China)
September 3rd, 2020 (Limited), released as Wild Grass (Australia)
September 3rd, 2020 (Wide), released as Wild Grass (New Zealand)
",90 minutes,Create your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,China,English,,,,,,,n/a,"$7,621,338","$7,621,338",,,
108,https://www.the-numbers.com/movie/New-Mutants-The-(2020),"['Alice Braga', 'Anya Taylor-Joy', 'Maisie Williams', 'Charlie Heaton', 'Henry Zaga', 'Blu Hunt']","[['Josh Boone', 'Director'], ['Knate Lee*', 'Screenwriter'], ['Josh Boone', 'Screenwriter'], ['Chris Claremont', 'Story by'], ['Bob McLeod', 'Story by'], ['Simon Kinberg', 'Producer'], ['Karen Rosenfelt', 'Producer'], ['Lauren Shuler Donner', 'Producer'], ['Robb Sullivan', 'Editor'], ['Matthew Rundell', 'Editor'], ['Andrew Buckland', 'Editor'], ['Mark Snow', 'Composer'], ['Peter Deming', 'Director of Photography']]","$7,037,017 (29.5% of total gross)",3.39 (domestic box office/biggest weekend),53.5% (domestic box office/worldwide),"$67,000,000 (worldwide box office is 0.7 times production budget)","2,412 opening theaters/2,754 max. theaters, 7.3 weeks average run per theater","$26,492,098","August 26th, 2020 (Wide), released as Nowi mutanci (Poland)
August 27th, 2020 (Wide), released as Os Novos Mutantes (Portugal)
August 28th, 2020 (Wide), released as Noví mutanti (Czech Republic)
August 28th, 2020 (Wide) (France)
August 28th, 2020 (Limited), released as Los Nuevos mutantes (Spain)
... Show all releases
",98 minutes,vs. The King’s ManCreate your own comparison chart…,Based on Comic/Graphic Novel,Horror,Live Action,Super Hero,United States,English,"August 28th, 2020 (Wide) by 20th Century StudiosAugust 28th, 2020 (IMAX) by 20th Century Studios","November 17th, 2020 by Fox Home Entertainment","PG-13 for violent content, some disturbing/bloody images, some strong language, thematic elements and suggestive material.(Rating bulletin 2619 (Cert #51297), 3/4/2020)","Marvel Comics, The Past Catching up with You, Survival Horror, Mutants, Medical Crimes, 2010s, Delayed Release, Disrupted by COVID-19 pandemic, Development Hell","Marvel Studios, Kinberg Genre, Donners’ Company, TSG Entertainment, 20th Century Fox, Genre Films, Sunswept Entertainment",X-Men,"$23,855,569","$20,752,678","$44,608,247","$2,121,441","$4,632,930","$6,754,371"
109,https://www.the-numbers.com/movie/Tenet-(2020),"['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki', 'Michael Caine', 'Kenneth Branagh']","[['Christopher Nolan', 'Director'], ['Christopher Nolan', 'Screenwriter'], ['Christopher Nolan', 'Producer'], ['Emma Thomas', 'Producer'], ['Thomas Hayslip', 'Executive Producer'], ['Hoyte Van Hoytema', 'Director of Photography'], ['Nathan Crowley', 'Production Designer'], ['Jennifer Lame', 'Editor'], ['Jeffrey Kurland', 'Costume Designer'], ['Ludwig Göransson', 'Composer']]","$20,001,852 (34.2% of total gross)",2.92 (domestic box office/biggest weekend),16.2% (domestic box office/worldwide),"$205,000,000 (worldwide box office is 1.8 times production budget)","2,810 opening theaters/2,930 max. theaters, 9.8 weeks average run per theater","$64,921,398","August 26th, 2020 (Wide) (Germany)
August 26th, 2020 (Wide) (Italy)
August 26th, 2020 (Wide) (Poland)
August 26th, 2020 (Wide) (South Korea)
August 26th, 2020 (Wide) (Turkey)
... Show all releases
",110 minutes,vs. DunkirkCreate your own comparison chart…,Original Screenplay,Action,Live Action,Science Fiction,"United Kingdom, United States",English,"September 3rd, 2020 (Wide) by Warner Bros.September 3rd, 2020 (IMAX) by Warner Bros.","December 15th, 2020 by Warner Home Video","PG-13 for intense sequences of violence and action, some suggestive references and brief strong language.(Rating bulletin 2635 (Cert #52735), 6/24/2020)","IMAX: DMR, Time Travel, Disrupted by COVID-19 pandemic, Terrorism, Tortured for Information, Unnamed Character, C.I.A., Rescue, Surprise Twist, Action Thriller, False Identity","Syncopy, Warner Bros.",,"$58,504,105","$301,736,084","$360,240,189","$6,627,637","$21,383,500","$28,011,137"
110,https://www.the-numbers.com/movie/Jiko-Bukken-Kowai-Madori-(2020-Japan),['Kazuya Kamenashi'],"[['Hideo Nakata', 'Director']]",,,,,,,"August 28th, 2020 (Wide), released as Stigmatized Properties (Japan)
",,Create your own comparison chart…,Based on Factual Book/Article,,Live Action,Dramatization,Japan,Japanese,,,,,,,n/a,"$21,204,112","$21,204,112",,,
